Point,Test,Output,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,"dB20(VF(""/VACcon_p_1""))","dB20(VF(""/VACout_p_1""))","dB20(VF(""/VACout_p_2""))",Stage 1 Region,Stage 2 Region,fW,current,ind,Rd,Cs,Rs
11,ECE740_tb_channel_CTLE_ML_1,,-0.01962,-12.62,-19.76,-6.6,-9.035,0.4613,-9.115,-14.3,-8.246,-13.17,-23.01,-22.43,-18.87,-34.04,-38.98,0,0,0,1,2,0.000008617,0.001818,1.529E-09,397.3,4.079E-13,1483
12,ECE740_tb_channel_CTLE_ML_1,,-0.01963,1.581,3.125,-6.587,-4.355,-2.17,-9.101,-6.119,-3.116,-13.18,-10.72,-7.99,-18.88,-19.7,-20.31,0,0,0,2,2,0.000007222,0.001256,2.733E-09,160.5,8.315E-13,34.54
13,ECE740_tb_channel_CTLE_ML_1,,-0.01975,-13,-26.1,-6.58,-19.44,-32.41,-9.068,-21.58,-34.2,-13.13,-24.44,-35.84,-18.81,-26.93,-35.15,0,0,0,2,2,0.000001099,0.0008792,1.008E-09,127.6,4.399E-14,120.6
14,ECE740_tb_channel_CTLE_ML_1,,-0.01968,-10.1,-20.12,-6.595,-1.461,4.028,-9.117,-6.516,-3.321,-13.18,-14.75,-15.63,-18.87,-24.64,-29.7,0,0,0,2,2,0.000008587,0.002247,1.457E-09,180.3,8.452E-13,960.9
15,ECE740_tb_channel_CTLE_ML_1,,-0.01969,-7.115,-3.928,-6.582,-9.998,1.455,-9.08,-12.73,-1.288,-13.15,-17.8,-7.969,-18.87,-25.81,-19.68,0,0,0,1,2,0.000003675,0.0005568,1.278E-09,1311,2.976E-13,1043
16,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-46,-34.79,-6.587,-53.1,-40.87,-9.094,-54.96,-43.82,-13.17,-57.37,-49.96,-18.88,-61.77,-59.57,0,0,0,1,2,0.000005498,0.002367,2.682E-09,956.5,5.429E-13,115
17,ECE740_tb_channel_CTLE_ML_1,,-0.01972,3.511,8.548,-6.58,-0.0616,8.396,-9.074,-2.515,6.079,-13.14,-7.059,1.237,-18.84,-14.17,-6.997,0,0,0,2,2,0.000002167,0.0005407,1.668E-09,1068,5.683E-13,369.6
18,ECE740_tb_channel_CTLE_ML_1,,-0.01966,-3.143,-6.145,-6.604,0.7109,8.772,-9.119,-5.395,-0.7982,-13.17,-14.65,-15.32,-18.87,-26.05,-32.55,0,0,0,2,2,0.000008744,0.001092,4.811E-10,392.4,6.44E-13,788.9
19,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-27.5,-19.58,-6.586,-33.44,-20.05,-9.091,-36.53,-24.8,-13.17,-42.25,-34.18,-18.88,-50.95,-48.04,0,0,0,1,2,0.00000533,0.0008068,2.672E-09,1320,9.453E-13,495.7
20,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-6.767,-13.06,-6.578,-5.97,-4.693,-9.075,-7.88,-5.915,-13.15,-12.36,-10.62,-18.86,-19.81,-19.46,0,0,0,2,2,0.000003288,0.002367,3.03E-10,238.8,4.297E-13,538.3
21,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-39.5,-38.83,-6.581,-45.96,-35.16,-9.074,-48.07,-36.73,-13.14,-50.91,-40.24,-18.84,-54.18,-45.88,0,0,0,1,2,0.000002714,0.001414,3.079E-10,1223,2.335E-13,1437
22,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-7.42,-14.76,-6.578,-4.905,-3.142,-9.077,-6.27,-3.378,-13.15,-8.145,-2.968,-18.89,-13.31,-6.366,0,0,0,2,2,0.000003963,0.002097,2.557E-09,182.9,9.478E-13,502.2
23,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-14.94,-29.87,-6.578,-4.893,-3.292,-9.093,-6.825,-4.591,-13.18,-11.66,-9.998,-18.89,-19.71,-20.32,0,0,0,2,2,0.000006643,0.001015,1.942E-09,158.7,5.073E-13,1489
24,ECE740_tb_channel_CTLE_ML_1,,-0.0197,-4.93,-9.821,-6.578,-3.798,-0.9903,-9.087,-5.869,-2.518,-13.17,-11.3,-9.09,-18.89,-19.9,-20.41,0,0,0,2,2,0.000005179,0.001613,8.676E-10,205.9,5.34E-13,402.6
25,ECE740_tb_channel_CTLE_ML_1,,-0.0196,-55.25,-53.06,-6.594,-60.49,-47.39,-9.105,-59.33,-50.05,-13.17,-61.08,-57.07,-18.88,-65.87,-67.63,0,0,0,1,2,0.000007239,0.002071,2.071E-09,1069,8.608E-13,1487
26,ECE740_tb_channel_CTLE_ML_1,,-0.0197,-19.9,-39.81,-6.586,-8.946,-11.4,-9.107,-12.17,-15.38,-13.17,-18.44,-23.85,-18.87,-26.35,-33.95,0,0,0,2,2,0.000009078,0.002194,8.346E-10,60.35,7.831E-13,1037
27,ECE740_tb_channel_CTLE_ML_1,,-0.01954,-48.83,-41.07,-6.605,-60.09,-49.15,-9.112,-61.02,-55.33,-13.17,-64.3,-64.42,-18.86,-69.74,-75.86,0,0,0,1,2,0.000009759,0.001346,1.69E-09,1293,9.865E-13,624.1
28,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-42.26,-37.71,-6.587,-54.54,-41.32,-9.094,-55.57,-43.79,-13.17,-57.06,-49.61,-18.88,-61.18,-59.29,0,0,0,1,2,0.00000565,0.001324,1.01E-09,1220,2.858E-13,863.4
29,ECE740_tb_channel_CTLE_ML_1,,-0.0196,-1.085,-2.224,-6.596,-8.628,-10.73,-9.105,-13.01,-17,-13.17,-20.19,-27.31,-18.86,-28.93,-39.1,0,0,0,2,2,0.000009909,0.0005955,1.072E-09,132.8,4.267E-13,26.92
30,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-46.35,-47.11,-6.587,-52.91,-40.24,-9.094,-54.42,-43.63,-13.17,-56.95,-50.23,-18.88,-61.56,-60.24,0,0,0,1,2,0.00000562,0.002292,5.444E-10,831.8,6.335E-13,1493
31,ECE740_tb_channel_CTLE_ML_1,,-0.01969,-45.28,-43.16,-6.581,-53.29,-40.74,-9.077,-54.01,-41.6,-13.14,-54.69,-43.74,-18.86,-56.62,-49.1,0,0,0,1,2,0.000003275,0.00154,1.189E-10,1314,3.992E-13,1346
32,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-35.59,-33.68,-6.58,-42.49,-39.76,-9.069,-45.44,-41.43,-13.13,-49.28,-43.87,-18.82,-52.52,-46.33,0,0,0,1,2,0.000001285,0.001936,2.471E-09,1120,5.183E-14,588
33,ECE740_tb_channel_CTLE_ML_1,,-0.0197,-6.551,-12.94,-6.575,-6.545,-6.357,-9.082,-6.157,-2.861,-13.17,-11.3,-8.572,-18.89,-21,-22.12,0,0,0,2,2,0.00000552,0.002029,6.905E-10,218.8,1.827E-13,580.9
34,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-5.497,-10.64,-6.578,-9.777,-12.63,-9.069,-9.432,-9.409,-13.14,-11.37,-8.887,-18.87,-18.37,-16.52,0,0,0,2,2,0.000003774,0.00196,6.061E-10,261.9,8.543E-14,531.4
35,ECE740_tb_channel_CTLE_ML_1,,-0.01963,-46.4,-42.19,-6.588,-53.33,-39.44,-9.097,-54.74,-43.46,-13.17,-57.3,-50.56,-18.88,-62.06,-60.91,0,0,0,1,2,0.000006002,0.001311,1.446E-09,1314,9.739E-13,1401
36,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-3.65,-7.047,-6.579,-4.75,-2.595,-9.071,-6.933,-4.476,-13.13,-10.21,-6.997,-18.83,-13.82,-8.593,0,0,0,2,2,0.000002093,0.001274,2.211E-09,370.6,9.987E-13,480.1
37,ECE740_tb_channel_CTLE_ML_1,,-0.01959,-30.79,-36.51,-6.596,-34.21,-39.4,-9.105,-34.51,-38.47,-13.17,-37.92,-39.66,-18.87,-44.79,-48.18,0,0,0,1,2,0.000007874,0.00221,2.041E-09,500.1,1.279E-14,1454
38,ECE740_tb_channel_CTLE_ML_1,,-0.01958,-5.862,2.752,-6.596,-13.22,-5.081,-9.11,-17.49,-10.92,-13.18,-25.09,-22.14,-18.87,-35.54,-37.26,0,0,0,1,2,0.00000752,0.00232,2.946E-09,347.8,8.629E-13,30.92
39,ECE740_tb_channel_CTLE_ML_1,,-0.01966,-37.56,-33.62,-6.584,-43.4,-31.24,-9.087,-46.04,-34.61,-13.16,-50.47,-41.57,-18.88,-56.69,-52.1,0,0,0,1,2,0.000004657,0.001921,2.883E-09,840.2,7.557E-13,604.3
40,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-47.33,-41.7,-6.582,-52.66,-41.2,-9.076,-53.78,-42.52,-13.14,-54.89,-44.61,-18.85,-56.73,-49.09,0,0,0,1,2,0.000002858,0.002428,8.288E-11,1106,9.524E-13,525.6
41,ECE740_tb_channel_CTLE_ML_1,,-0.01959,-34.21,-28.05,-6.596,-37.77,-32.03,-9.106,-38.32,-33.69,-13.17,-42.06,-40.44,-18.87,-49.76,-53.21,0,0,0,1,2,0.000007755,0.001553,1.452E-09,830.3,2.652E-14,420.6
42,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-8.726,-17.35,-6.579,-14.95,-23.25,-9.068,-16.53,-23.92,-13.13,-17.71,-22.29,-18.81,-16.96,-15.53,0,0,0,2,2,0.000002425,0.002206,1.699E-09,180.3,2.68E-14,410.2
43,ECE740_tb_channel_CTLE_ML_1,,-0.0199,-60.31,-46.39,-6.597,-57.74,-44.77,-9.098,-55.63,-44.66,-13.17,-56.62,-49.62,-18.88,-61.65,-59.96,0,0,0,1,2,0.000005491,0.002438,2.922E-09,1351,3.965E-13,27.76
44,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-40.11,-34.52,-6.607,-54.85,-44.45,-9.111,-59.05,-54.03,-13.17,-64.77,-65.6,-18.86,-71.28,-78.14,0,0,0,1,2,0.000009803,0.002142,6.88E-10,1407,8.505E-13,1054
45,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-2.554,-4.9,-6.588,-0.99,5.308,-9.119,-4.988,0.3952,-13.18,-14.41,-14.61,-18.87,-26.04,-32.35,0,0,0,2,2,0.000008825,0.0009545,4.775E-10,476.3,1.677E-13,845.9
46,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-18.66,-37.34,-6.577,-17.83,-29.16,-9.068,-17.95,-26.94,-13.13,-20.36,-27.73,-18.83,-23.79,-28.93,0,0,0,2,2,0.000003042,0.001623,5.026E-10,69.38,2.003E-13,722.7
47,ECE740_tb_channel_CTLE_ML_1,,-0.01969,1.791,3.926,-6.584,2.079,11.46,-9.093,-1.238,7.705,-13.17,-7.528,-0.3412,-18.89,-16.9,-13.39,0,0,0,2,2,0.000004409,0.0006516,1.465E-09,725.1,8.47E-13,615.2
48,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-48.06,-46.58,-6.583,-52.54,-39.95,-9.084,-53.77,-41.91,-13.16,-55.43,-45.79,-18.88,-58.7,-53.15,0,0,0,1,2,0.000004239,0.002324,2.94E-09,961.4,9.875E-13,1459
49,ECE740_tb_channel_CTLE_ML_1,,-0.0197,-34.05,-24.41,-6.581,-41.17,-30.75,-9.077,-44.13,-33.21,-13.14,-48.23,-37.95,-18.86,-53.23,-45.7,0,0,0,1,2,0.000003193,0.001499,1.166E-09,1063,3.208E-13,134.5
50,ECE740_tb_channel_CTLE_ML_1,,-0.01966,-47.69,-42.74,-6.584,-40.19,-31.55,-9.087,-41.3,-30.16,-13.16,-45.75,-36.23,-18.88,-53.38,-49.02,0,0,0,1,2,0.000004681,0.001513,9.313E-10,1371,7.277E-14,883.9
51,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-13.49,-8.291,-6.58,-19.43,-12.73,-9.07,-21.89,-15.09,-13.13,-25.99,-19.32,-18.82,-31.86,-25.74,0,0,0,1,2,0.00000135,0.0009624,9.201E-10,1087,8.807E-13,183.3
52,ECE740_tb_channel_CTLE_ML_1,,-0.01963,-10.19,-8.793,-6.592,-12.69,-0.5595,-9.104,-16.78,-7.793,-13.17,-24.24,-20.24,-18.88,-34.89,-36.74,0,0,0,1,2,0.00000706,0.0006624,2.463E-10,1092,5.791E-13,1410
53,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-5.249,-8.152,-6.579,-3.727,3.059,-9.076,-6.043,1.159,-13.15,-10.4,-3.157,-18.86,-17.32,-10.5,0,0,0,1,2,0.000002875,0.001213,2.026E-09,559.5,4.348E-13,973.6
54,ECE740_tb_channel_CTLE_ML_1,,-0.01975,-6.201,-12.33,-6.579,-2.507,1.645,-9.071,-4.775,-0.3911,-13.13,-9.006,-4.774,-18.83,-15.47,-11.97,0,0,0,2,2,0.000002136,0.0006948,5.582E-10,544.9,3.851E-13,1465
55,ECE740_tb_channel_CTLE_ML_1,,-0.01955,-32.74,-26.21,-6.602,-40.98,-30.19,-9.111,-46.2,-40.34,-13.17,-54.31,-54.17,-18.86,-63.72,-69.53,0,0,0,1,2,0.000009425,0.00131,1.261E-09,886.1,8.402E-13,458.7
56,ECE740_tb_channel_CTLE_ML_1,,-0.01959,-42.53,-35.28,-6.595,-43.08,-31.89,-9.106,-46.2,-37.18,-13.17,-52.95,-49.46,-18.87,-61.93,-64.51,0,0,0,1,2,0.000007663,0.001205,9.729E-11,1267,1.476E-13,579.4
57,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-47.33,-41.01,-6.584,-57.83,-44,-9.086,-56.71,-43.92,-13.16,-56.63,-46.9,-18.88,-59.42,-54.57,0,0,0,1,2,0.000004511,0.001497,1.63E-09,1384,5.337E-13,719.8
58,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-4.709,-7.504,-6.599,-1.758,7.7,-9.117,-6.829,0.1463,-13.18,-15.17,-12.61,-18.88,-25.83,-28.27,0,0,0,1,2,0.000007483,0.001479,2.128E-09,421,8.371E-13,886.1
59,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-11.74,-23.51,-6.576,-11.62,-16.75,-9.069,-8.799,-8.679,-13.15,-6.649,-0.5351,-18.9,-12.32,-4.759,0,0,0,2,2,0.000004496,0.002277,2.717E-09,76.34,3.344E-13,294.2
60,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-15.21,-12.14,-6.588,-19,-6.385,-9.096,-22.5,-12.13,-13.17,-29.06,-22.91,-18.88,-39.02,-38.3,0,0,0,1,2,0.000006099,0.0007105,2.096E-09,1134,9.189E-13,1279
61,ECE740_tb_channel_CTLE_ML_1,,-0.01966,-43.53,-38.28,-6.584,-51.64,-37.82,-9.086,-53.05,-40.45,-13.16,-55.04,-45.65,-18.88,-58.81,-54.4,0,0,0,1,2,0.000004631,0.001276,6.206E-10,1365,6.494E-13,906.1
62,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-44.31,-43.54,-6.58,-53.38,-46.11,-9.07,-54.66,-45.68,-13.13,-54.81,-45.49,-18.82,-55.39,-47.03,0,0,0,1,2,0.000001653,0.001694,1.873E-10,1424,9.531E-14,1451
63,ECE740_tb_channel_CTLE_ML_1,,-0.01962,-23.54,-12.87,-6.59,-30.81,-19.66,-9.101,-34.65,-25.22,-13.17,-41.61,-36.49,-18.88,-51.56,-51.8,0,0,0,1,2,0.000006674,0.001314,2.809E-09,794.2,5.456E-13,98.89
64,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-2.891,-5.757,-6.579,-2.498,1.578,-9.078,-4.479,0.1386,-13.15,-7.75,-2.158,-18.89,-13.74,-7.581,0,0,0,2,2,0.000003936,0.001051,2.633E-09,295.5,9.627E-13,413
65,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-31.92,-32.55,-6.586,-35,-24.22,-9.091,-38.06,-28.44,-13.17,-43.76,-37.31,-18.88,-52.5,-50.96,0,0,0,1,2,0.000005229,0.002317,3.329E-10,578.1,8.737E-13,911.3
66,ECE740_tb_channel_CTLE_ML_1,,-0.01973,-18.31,-36.64,-6.577,-16.68,-26.86,-9.073,-17.23,-25.48,-13.15,-21.29,-29.54,-18.86,-28.87,-39.04,0,0,0,2,2,0.000004695,0.00122,1.273E-10,59.23,2.672E-13,615.7
67,ECE740_tb_channel_CTLE_ML_1,,-0.01957,-23.48,-13.49,-6.6,-31.34,-21.12,-9.11,-36.3,-29.99,-13.17,-44.61,-43.73,-18.87,-55.34,-60.24,0,0,0,1,2,0.000008749,0.001612,1.353E-09,637.6,9.305E-13,110.1
68,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-9.587,-3.286,-6.584,-14.25,-1.885,-9.086,-17.22,-5.727,-13.16,-22.69,-13.8,-18.88,-31.39,-27.05,0,0,0,1,2,0.000004523,0.0006155,1.695E-09,1249,7.728E-13,584.1
69,ECE740_tb_channel_CTLE_ML_1,,-0.01968,-14.17,-18.91,-6.582,-13.89,-7.684,-9.087,-16.29,-8.583,-13.16,-21.63,-14.67,-18.88,-30.27,-26.14,0,0,0,1,2,0.000004594,0.002293,1.991E-09,380.7,2.844E-13,882.4
70,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-42.22,-31.26,-6.583,-48.24,-36.73,-9.084,-50.04,-38.33,-13.16,-53.09,-43.24,-18.88,-57.64,-52.24,0,0,0,1,2,0.0000043,0.001546,1.877E-09,1229,1.988E-13,164.1
71,ECE740_tb_channel_CTLE_ML_1,,-0.01971,3.213,6.496,-6.581,-3.371,-0.1062,-9.073,-5.93,-2.721,-13.14,-10.24,-7.244,-18.84,-16.74,-14.45,0,0,0,2,2,0.000002638,0.0007463,6.484E-10,463,2.102E-14,77
72,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-46.08,-38,-6.602,-55.07,-43.11,-9.109,-58.18,-50.99,-13.17,-62.89,-61.37,-18.87,-68.92,-73.34,0,0,0,1,2,0.000008408,0.00224,1.539E-09,1343,7.804E-13,554.2
73,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-27.57,-23.6,-6.586,-32.92,-19.76,-9.091,-36.02,-24.29,-13.17,-41.78,-33.89,-18.88,-50.59,-47.98,0,0,0,1,2,0.000005421,0.000815,2.395E-09,1271,3.728E-13,985.5
74,ECE740_tb_channel_CTLE_ML_1,,-0.01962,-12.36,-8.429,-6.591,-16.79,-5.807,-9.103,-20.67,-12.07,-13.17,-27.91,-23.79,-18.88,-38.39,-39.79,0,0,0,1,2,0.000006762,0.001279,9.683E-10,638.9,8.504E-13,442.8
75,ECE740_tb_channel_CTLE_ML_1,,-0.01955,-46.35,-42.88,-6.603,-53.68,-41.93,-9.111,-57.2,-50.81,-13.17,-62.17,-61.67,-18.86,-68.26,-73.81,0,0,0,1,2,0.000009422,0.001047,1.213E-09,1430,4.33E-13,1384
76,ECE740_tb_channel_CTLE_ML_1,,-0.01973,-22.29,-44.59,-6.579,-15.49,-24.48,-9.075,-16.32,-23.66,-13.15,-17.28,-21.56,-18.87,-19.47,-20.17,0,0,0,2,2,0.000004677,0.0008889,1.031E-09,52.27,7.898E-13,1074
77,ECE740_tb_channel_CTLE_ML_1,,-0.0198,-36.06,-31.4,-6.606,-55.9,-45.1,-9.11,-59.6,-54,-13.17,-64.64,-64.81,-18.87,-70.78,-76.89,0,0,0,1,2,0.00000932,0.002333,2.944E-09,1351,8.835E-13,1232
78,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-29.67,-29.27,-6.586,-33.67,-21.26,-9.092,-36.76,-25.59,-13.17,-42.55,-35.17,-18.88,-51.4,-49.35,0,0,0,1,2,0.000005421,0.001145,5.437E-10,968.2,3.634E-13,1299
79,ECE740_tb_channel_CTLE_ML_1,,-0.0197,-40.2,-33.45,-6.581,-47.53,-35.09,-9.076,-49.51,-37.17,-13.14,-52.05,-40.91,-18.85,-55.12,-47.06,0,0,0,1,2,0.000003041,0.001302,1.674E-10,1386,5.165E-13,566
80,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-28.03,-29.77,-6.585,-30.3,-19.98,-9.09,-33.32,-23.77,-13.17,-39.01,-32.09,-18.88,-47.92,-45.33,0,0,0,1,2,0.000005087,0.00223,1.63E-09,537.4,7.583E-13,963.5
81,ECE740_tb_channel_CTLE_ML_1,,-0.01963,-32.56,-24.56,-6.588,-41.27,-30.78,-9.096,-45.76,-35.27,-13.17,-51.72,-45.01,-18.88,-58.92,-57.71,0,0,0,1,2,0.000005888,0.001414,1.507E-09,921.6,2.072E-13,297.1
82,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-46.06,-46.28,-6.581,-48.55,-39.58,-9.071,-50.4,-41.38,-13.13,-52.65,-43.89,-18.82,-54.87,-47.07,0,0,0,1,2,0.000001789,0.002378,7.258E-10,1129,5.422E-13,1486
83,ECE740_tb_channel_CTLE_ML_1,,-0.0197,-32.25,-29.17,-6.581,-36.94,-26.17,-9.075,-39.43,-28.66,-13.14,-43.55,-33.5,-18.85,-49.37,-41.46,0,0,0,1,2,0.000002864,0.001441,1.245E-09,1009,6.025E-13,770
84,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-17.78,-17.61,-6.586,-24.08,-20.71,-9.091,-26.93,-19.91,-13.17,-32.74,-25.5,-18.88,-41.81,-39.89,0,0,0,1,2,0.000005619,0.0009453,1.66E-09,902,4.489E-14,1171
85,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-10.39,-20.78,-6.578,-14.88,-23.23,-9.065,-13.88,-18.8,-13.12,-12.04,-11.34,-18.85,-12.28,-5.694,0,0,0,2,2,0.000003494,0.0005141,2.639E-09,278.9,3.234E-14,1186
86,ECE740_tb_channel_CTLE_ML_1,,-0.01975,-8.954,-17.9,-6.579,-13.58,-20.61,-9.068,-15.61,-22.18,-13.13,-19.15,-25.22,-18.81,-23.41,-28.19,0,0,0,2,2,0.000001319,0.001305,9.337E-10,216.5,4.478E-13,250.7
87,ECE740_tb_channel_CTLE_ML_1,,-0.01962,-10.47,-14.05,-6.593,-10.47,-3,-9.112,-14.42,-7.048,-13.18,-22.26,-19.29,-18.88,-32.81,-34.78,0,0,0,1,2,0.000007561,0.002409,2.507E-09,319,3.155E-13,655.4
88,ECE740_tb_channel_CTLE_ML_1,,-0.01966,-38.66,-29.97,-6.585,-46.47,-34.54,-9.088,-49.08,-37.97,-13.16,-53.07,-44.93,-18.88,-58.6,-55.21,0,0,0,1,2,0.000004883,0.00214,1.488E-09,827.9,7.879E-13,193.1
89,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-26.02,-29.23,-6.587,-27.49,-17.28,-9.095,-30.78,-21.62,-13.17,-37.07,-31.37,-18.88,-46.69,-45.87,0,0,0,1,2,0.00000577,0.002212,1.433E-09,494.1,5.592E-13,1064
90,ECE740_tb_channel_CTLE_ML_1,,-0.01976,-16.27,-32.59,-6.58,-16.39,-26.31,-9.068,-17.89,-26.8,-13.13,-19.33,-25.57,-18.81,-19.97,-21.18,0,0,0,2,2,0.000001214,0.0009346,2.074E-09,140.7,9.709E-13,1018
91,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-10.17,-19.07,-6.579,-9.546,-10.78,-9.07,-11.6,-12.31,-13.13,-15.6,-16.21,-18.83,-21.53,-22.27,0,0,0,2,2,0.000001862,0.002291,4.684E-10,350,2.781E-13,1032
92,ECE740_tb_channel_CTLE_ML_1,,-0.01954,-49.34,-44.37,-6.603,-41.36,-30.15,-9.111,-45.96,-39.51,-13.17,-54.15,-53.82,-18.86,-64.29,-69.99,0,0,0,1,2,0.000009497,0.001625,2.866E-09,1172,1.755E-13,820.9
93,ECE740_tb_channel_CTLE_ML_1,,-0.01957,-18.12,-14.45,-6.601,-24.47,-14.48,-9.11,-29.45,-23.34,-13.17,-37.93,-37.61,-18.87,-48.94,-54.41,0,0,0,1,2,0.000009236,0.001342,2.108E-09,646.1,3.025E-13,492.3
94,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-9.697,-7.544,-6.584,-12.16,0.3916,-9.088,-15.27,-3.777,-13.16,-21.03,-12.63,-18.88,-30.14,-26.64,0,0,0,1,2,0.000004878,0.0005611,2.036E-09,1310,4.421E-13,1392
