Point,Test,Output,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,"dB20(VF(""/VACcon_p_1""))","dB20(VF(""/VACout_p_1""))","dB20(VF(""/VACout_p_2""))",Stage 1 Region,Stage 2 Region,fW,current,ind,Rd,Cs,Rs
253,ECE740_tb_channel_CTLE_ML_1,,-0.01958,-55.29,-49.41,-6.598,-58.18,-45.38,-9.109,-59.19,-50.99,-13.17,-62.21,-59.58,-18.87,-67.5,-70.79,0,0,0,1,2,0.000008132,0.00146,2.323E-09,1484,9.301E-13,1140
254,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-50.35,-45.84,-6.584,-58.52,-45.23,-9.085,-57.17,-44.88,-13.16,-56.97,-47.58,-18.88,-59.64,-55.02,0,0,0,1,2,0.000004402,0.00203,3.985E-10,1175,6.949E-13,852.9
255,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-4.01,-7.937,-6.574,-2.304,1.991,-9.082,-2.591,4.284,-13.17,-8.288,-2.459,-18.89,-18.04,-16.32,0,0,0,2,2,0.000004972,0.000757,1.14E-09,512.6,1.335E-13,1066
256,ECE740_tb_channel_CTLE_ML_1,,-0.01962,-38.44,-35.38,-6.589,-45.89,-32.26,-9.098,-48.86,-37.92,-13.17,-53.85,-47.65,-18.88,-60.43,-59.94,0,0,0,1,2,0.000006228,0.001033,3.837E-10,1284,4.924E-13,1259
257,ECE740_tb_channel_CTLE_ML_1,,-0.01956,-39.91,-35.25,-6.6,-49.66,-37.78,-9.11,-53.7,-46.65,-13.17,-59.53,-58.19,-18.87,-66.22,-70.85,0,0,0,1,2,0.00000884,0.001109,1.261E-09,1185,7.099E-13,948.1
258,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-22.95,-45.9,-6.579,-12.3,-18.12,-9.082,-9.977,-11.03,-13.17,-9.375,-5.749,-18.89,-16.72,-14.27,0,0,0,2,2,0.000006307,0.001151,2.314E-09,38.23,9.349E-13,843.3
259,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-50.28,-38.8,-6.585,-54.69,-42.34,-9.085,-55.19,-43.11,-13.16,-56.46,-46.8,-18.88,-59.58,-54.47,0,0,0,1,2,0.000004231,0.002335,1.41E-09,1204,4.585E-13,119.5
260,ECE740_tb_channel_CTLE_ML_1,,-0.01973,2.037,4.365,-6.579,-0.631,5.639,-9.071,-2.6,4.21,-13.13,-6.46,0.5886,-18.84,-12.24,-5.034,0,0,0,2,2,0.000002002,0.0005275,2.981E-09,862.4,3.301E-13,476.1
261,ECE740_tb_channel_CTLE_ML_1,,-0.0196,-50.63,-45.33,-6.595,-60.15,-47.51,-9.107,-59.46,-50.77,-13.17,-61.49,-58.16,-18.87,-66.41,-68.9,0,0,0,1,2,0.000007518,0.002253,1.423E-09,965.1,9.122E-13,654.5
262,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-3.29,-6.404,-6.581,1.433,9.879,-9.087,-1.552,6.69,-13.16,-7.385,-0.4405,-18.88,-16.35,-12.52,0,0,0,2,2,0.000004059,0.0006957,1.18E-09,640,6.014E-13,1379
263,ECE740_tb_channel_CTLE_ML_1,,-0.01966,-27.13,-30.89,-6.585,-28.14,-17.46,-9.089,-31.1,-20.79,-13.16,-36.67,-28.87,-18.88,-45.5,-41.98,0,0,0,1,2,0.000004965,0.001754,2.274E-09,624,4.427E-13,1491
264,ECE740_tb_channel_CTLE_ML_1,,-0.01958,-22.32,-20.49,-6.599,-27.28,-15.75,-9.109,-32.18,-25.4,-13.17,-40.51,-39.45,-18.87,-51.35,-56.21,0,0,0,1,2,0.000008929,0.0008408,2.198E-09,1031,4.184E-13,1178
265,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-25.25,-20.63,-6.583,-31.18,-20.69,-9.084,-33.91,-22.58,-13.16,-38.96,-29.54,-18.88,-46.95,-41.75,0,0,0,1,2,0.000004392,0.001155,2.329E-09,945.9,2.313E-13,566.7
266,ECE740_tb_channel_CTLE_ML_1,,-0.0197,-13.9,-27.78,-6.588,-4.18,-1.71,-9.107,-8.493,-7.717,-13.17,-16.64,-19.92,-18.87,-27.7,-36.4,0,0,0,2,2,0.000007628,0.002428,2.895E-12,127.3,9.373E-13,1175
267,ECE740_tb_channel_CTLE_ML_1,,-0.01966,-22.92,-23.5,-6.584,-27.11,-19.65,-9.088,-29.71,-19.85,-13.16,-35.15,-27.23,-18.88,-43.97,-40.88,0,0,0,1,2,0.000004958,0.001491,1.271E-09,678.8,1.444E-13,941.6
268,ECE740_tb_channel_CTLE_ML_1,,-0.0197,-4.525,-8.538,-6.584,0.00399,7.771,-9.097,-3.025,4.547,-13.18,-8.872,-2.467,-18.89,-17.83,-14.31,0,0,0,2,2,0.000005044,0.001393,2.608E-09,384.5,9.981E-13,955.1
269,ECE740_tb_channel_CTLE_ML_1,,-0.01962,-37.19,-35.19,-6.589,-42.89,-29.53,-9.099,-46.14,-35.41,-13.17,-51.86,-45.77,-18.88,-59.44,-58.99,0,0,0,1,2,0.000006266,0.001156,1.449E-09,1125,5.919E-13,1343
270,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-16.74,-33.48,-6.579,-5.657,-4.806,-9.096,-7.068,-5.084,-13.18,-11.15,-8.972,-18.89,-19.32,-19.5,0,0,0,2,2,0.000006788,0.002104,1.865E-09,104.2,7.141E-13,1263
271,ECE740_tb_channel_CTLE_ML_1,,-0.01963,-41.59,-35.39,-6.589,-49.87,-37.49,-9.098,-52.44,-42.17,-13.17,-56.51,-50.44,-18.88,-62.15,-61.31,0,0,0,1,2,0.000006116,0.002438,2.862E-09,754.4,8.859E-13,361.6
272,ECE740_tb_channel_CTLE_ML_1,,-0.01974,1.263,3.617,-6.58,-1.695,4.587,-9.071,-4.094,2.287,-13.13,-8.082,-1.638,-18.83,-13.71,-7.184,0,0,0,2,2,0.00000162,0.0006513,2.496E-09,886.3,8.441E-13,456.1
273,ECE740_tb_channel_CTLE_ML_1,,-0.01969,-43.95,-42.18,-6.582,-48.71,-37.55,-9.078,-50.61,-39.65,-13.15,-53.1,-43.21,-18.86,-56.34,-49.16,0,0,0,1,2,0.000003352,0.002485,2.016E-09,887.9,8.663E-13,962.9
274,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-16.18,-5.976,-6.585,-22.99,-12.65,-9.091,-26.13,-16.17,-13.17,-31.97,-24.42,-18.88,-41.15,-38.13,0,0,0,1,2,0.000005229,0.00122,2.541E-09,763.4,3.898E-13,72.81
275,ECE740_tb_channel_CTLE_ML_1,,-0.01984,-40.3,-36.03,-6.589,-61.78,-48.99,-9.081,-58.97,-46.46,-13.15,-57.41,-46.06,-18.85,-58.21,-49.75,0,0,0,1,2,0.000002973,0.002244,2.337E-09,1449,9.066E-13,1235
276,ECE740_tb_channel_CTLE_ML_1,,-0.01969,-15,-6.991,-6.582,-20.6,-8.336,-9.078,-23.25,-11.16,-13.15,-27.98,-17.41,-18.86,-35.4,-28.34,0,0,0,1,2,0.000003513,0.0005757,1.927E-09,1494,4.781E-13,440.3
277,ECE740_tb_channel_CTLE_ML_1,,-0.0199,-36.27,-31.32,-6.597,-54.31,-40.79,-9.097,-56.89,-45.18,-13.17,-58.94,-51.31,-18.88,-62.84,-60.57,0,0,0,1,2,0.000005254,0.002471,2.532E-09,1340,4.55E-13,880.7
278,ECE740_tb_channel_CTLE_ML_1,,-0.01963,-31.01,-27.08,-6.587,-36.24,-24.8,-9.095,-39.51,-29.65,-13.17,-45.61,-39.43,-18.88,-54.58,-53.41,0,0,0,1,2,0.000005792,0.002095,1.772E-09,630.6,9.78E-13,438.8
279,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-20.02,-40.05,-6.579,-23.51,-40.47,-9.066,-20.67,-32.31,-13.12,-15.25,-17.56,-18.88,-10.89,-2.548,0,0,0,2,2,0.00000449,0.001184,1.971E-09,88,3.257E-14,1288
280,ECE740_tb_channel_CTLE_ML_1,,-0.01959,3.344,7.51,-6.61,0.959,10.82,-9.12,-5.445,0.3291,-13.17,-14.84,-14.64,-18.87,-26.19,-31.83,0,0,0,2,2,0.000009076,0.0006375,2.086E-09,812.5,3.986E-13,549.4
281,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-22.3,-12.62,-6.583,-29,-19.43,-9.084,-31.88,-22.63,-13.16,-37.16,-29.04,-18.87,-45.56,-40.43,0,0,0,1,2,0.00000429,0.001575,2.352E-09,718.6,1.037E-13,61.92
282,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-10.84,-17.56,-6.585,-13.34,-14.96,-9.104,-13.52,-9.631,-13.18,-19.96,-16.32,-18.87,-30.62,-33.23,0,0,0,1,2,0.000008032,0.001653,2.681E-09,419.3,5.088E-14,1371
283,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-13.33,-6.266,-6.587,-18.54,-5.758,-9.094,-21.89,-11.11,-13.17,-28.17,-21.45,-18.88,-37.88,-36.63,0,0,0,1,2,0.000005754,0.0006157,7.103E-10,1291,8.725E-13,566.3
284,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-46.41,-42.53,-6.585,-54.49,-41.51,-9.089,-55.23,-43.67,-13.16,-56.68,-48.61,-18.88,-60.44,-57.49,0,0,0,1,2,0.000004983,0.002116,1.028E-10,986.1,7.712E-13,791.6
285,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-19.46,-38.92,-6.582,-8.754,-11.02,-9.097,-10.58,-12.17,-13.18,-14.59,-16.08,-18.88,-21.82,-24.75,0,0,0,2,2,0.000007467,0.001895,1.252E-09,67.33,9.787E-13,1221
286,ECE740_tb_channel_CTLE_ML_1,,-0.01968,-23.3,-25,-6.583,-25.48,-15.11,-9.083,-28.18,-17.42,-13.16,-33.22,-24.43,-18.87,-41.37,-36.77,0,0,0,1,2,0.000004213,0.001189,3.476E-10,838.2,2.557E-13,1422
287,ECE740_tb_channel_CTLE_ML_1,,-0.0197,-8.733,-8.507,-6.581,-10.28,-0.2318,-9.079,-12.99,-3.136,-13.15,-17.82,-8.912,-18.86,-25.49,-19.11,0,0,0,1,2,0.000003326,0.0009209,1.189E-09,841.9,9.056E-13,1275
288,ECE740_tb_channel_CTLE_ML_1,,-0.01955,-55.05,-52.47,-6.603,-59.21,-48.25,-9.111,-60.84,-55.05,-13.17,-64.39,-64.39,-18.87,-69.91,-75.9,0,0,0,1,2,0.000009358,0.002472,5.231E-10,903.4,9.339E-13,1095
289,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-48.15,-45.84,-6.587,-57.89,-44.48,-9.094,-57.12,-45.58,-13.17,-57.9,-50.38,-18.88,-61.73,-59.5,0,0,0,1,2,0.000005521,0.001986,2.449E-09,1029,6.16E-13,1114
290,ECE740_tb_channel_CTLE_ML_1,,-0.01966,-5.939,-11.86,-6.598,-0.9723,4.845,-9.119,-6.541,-3.672,-13.17,-15.24,-17.03,-18.87,-25.38,-31.71,0,0,0,2,2,0.00000973,0.001162,2.207E-09,248.6,5.124E-13,690.2
291,ECE740_tb_channel_CTLE_ML_1,,-0.01968,-6.314,-12.63,-6.578,-7.982,-9.429,-9.097,-6.424,-3.513,-13.18,-12.44,-11.32,-18.87,-22.94,-26.95,0,0,0,2,2,0.000008715,0.0007827,2.991E-09,289.5,8.326E-14,809.5
292,ECE740_tb_channel_CTLE_ML_1,,-0.01956,-39.4,-37.6,-6.601,-48.06,-37.12,-9.111,-52.56,-46.33,-13.17,-59.24,-58.73,-18.87,-66.67,-72.14,0,0,0,1,2,0.0000089,0.002358,3.138E-10,631.1,6.775E-13,697.7
293,ECE740_tb_channel_CTLE_ML_1,,-0.01959,-25.68,-25.13,-6.597,-29.86,-17.91,-9.108,-34.42,-26.75,-13.17,-42.4,-40.29,-18.87,-53.01,-56.83,0,0,0,1,2,0.00000826,0.0009544,1.19E-09,977.3,5.028E-13,1411
294,ECE740_tb_channel_CTLE_ML_1,,-0.01955,-21.92,-21.41,-6.603,-26.75,-16.51,-9.111,-32.24,-27.13,-13.17,-41.03,-41.75,-18.86,-52.1,-58.65,0,0,0,1,2,0.000009858,0.001336,1.889E-09,668.3,4.889E-13,889.9
295,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-13.28,-4.581,-6.586,-19.19,-6.843,-9.093,-22.44,-11.56,-13.17,-28.57,-21.32,-18.88,-38.11,-35.98,0,0,0,1,2,0.000005575,0.0007508,2.739E-09,1093,7.345E-13,283.2
296,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-48.21,-44.58,-6.587,-55.92,-42.18,-9.095,-56.23,-44.79,-13.17,-57.77,-50.64,-18.88,-62,-60.35,0,0,0,1,2,0.000005735,0.00163,1.46E-09,1185,8.897E-13,1225
297,ECE740_tb_channel_CTLE_ML_1,,-0.01971,2.38,6.274,-6.578,-2.057,4.172,-9.073,-3.38,4.305,-13.14,-7.433,0.715,-18.86,-14.64,-7.375,0,0,0,2,2,0.000002627,0.0006838,2.072E-09,854.1,1.572E-13,401.1
298,ECE740_tb_channel_CTLE_ML_1,,-0.01973,1.96,3.967,-6.58,-4.371,-2.145,-9.07,-6.345,-3.631,-13.13,-9.176,-5.325,-18.83,-12.44,-6.378,0,0,0,2,2,0.000002061,0.0007086,2.747E-09,460.7,2.647E-13,75.93
299,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-20.62,-19.99,-6.581,-23.68,-13.8,-9.075,-26.23,-16.29,-13.14,-30.64,-21.31,-18.85,-37.43,-30.06,0,0,0,1,2,0.000002894,0.001159,1.14E-09,888.2,5.184E-13,1015
300,ECE740_tb_channel_CTLE_ML_1,,-0.0197,-3.393,-5.881,-6.581,-2.711,2.618,-9.086,-5.231,0.2779,-13.17,-10.13,-4.959,-18.89,-17.99,-14.19,0,0,0,2,2,0.000004251,0.002031,1.622E-09,292,9.394E-13,422.9
301,ECE740_tb_channel_CTLE_ML_1,,-0.01969,-32.77,-23.22,-6.582,-39.1,-29.63,-9.079,-41.01,-31.77,-13.15,-43.59,-35.16,-18.86,-47.19,-41.01,0,0,0,1,2,0.000003583,0.001604,2.618E-09,948.4,8.338E-15,124.6
302,ECE740_tb_channel_CTLE_ML_1,,-0.01966,-54.7,-47.03,-6.587,-53.93,-39.88,-9.093,-55.2,-43.05,-13.17,-57.47,-49.55,-18.88,-61.87,-59.42,0,0,0,1,2,0.000005413,0.001724,1.938E-09,1452,4.465E-13,600.3
303,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-42.44,-37.32,-6.583,-47.61,-38.91,-9.084,-49.47,-38.86,-13.16,-52.86,-43.67,-18.88,-57.73,-53.09,0,0,0,1,2,0.000004338,0.002173,6.72E-10,913.8,1.384E-13,501.8
304,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-1.167,-0.9781,-6.596,-1.544,6.112,-9.115,-6.306,-0.5647,-13.18,-14.66,-13.15,-18.88,-25.54,-29.25,0,0,0,2,2,0.000007248,0.001966,7.739E-10,302.5,8.963E-13,326.1
305,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-9.527,-18.87,-6.576,-2.14,2.614,-9.09,-3.914,1.845,-13.18,-9.075,-3.83,-18.9,-17.63,-14.79,0,0,0,2,2,0.000005264,0.001879,2.122E-09,247.3,4.188E-13,1081
306,ECE740_tb_channel_CTLE_ML_1,,-0.01968,-2.116,-4.166,-6.582,-4.373,-2.082,-9.092,-6.887,-4.482,-13.17,-13.01,-12.48,-18.88,-22.47,-25.61,0,0,0,2,2,0.000005674,0.002097,4.802E-10,168.8,7.962E-13,171.4
307,ECE740_tb_channel_CTLE_ML_1,,-0.01963,-25.27,-22.19,-6.589,-32.89,-28.07,-9.096,-37.33,-30.35,-13.17,-44.1,-38.4,-18.88,-52.81,-52.69,0,0,0,1,2,0.000006353,0.0006172,2.227E-09,1496,2.748E-14,1341
308,ECE740_tb_channel_CTLE_ML_1,,-0.01973,-6.063,-11.43,-6.58,-2.235,3.464,-9.077,-4.754,0.9978,-13.15,-9.2,-3.613,-18.86,-16.13,-11.22,0,0,0,2,2,0.000002924,0.001309,1.227E-09,444,8.98E-13,1394
309,ECE740_tb_channel_CTLE_ML_1,,-0.01981,-49.89,-42.6,-6.584,-53.93,-44.06,-9.074,-54.7,-44.58,-13.13,-55.34,-45.48,-18.82,-56.28,-47.56,0,0,0,1,2,0.000001659,0.002177,3.799E-10,1460,4.479E-13,320
310,ECE740_tb_channel_CTLE_ML_1,,-0.01969,-10.45,-20.91,-6.591,-4.507,-2.443,-9.107,-9.151,-9.17,-13.17,-17.3,-21.45,-18.87,-27.6,-36.42,0,0,0,2,2,0.000008761,0.0006006,7.985E-10,205.7,6.593E-13,1049
311,ECE740_tb_channel_CTLE_ML_1,,-0.01965,-23.99,-19.35,-6.586,-29.42,-19.85,-9.091,-32.47,-23.58,-13.17,-38.31,-32.13,-18.88,-47.45,-45.72,0,0,0,1,2,0.000005246,0.00249,1.243E-09,478.9,8.997E-13,229.6
312,ECE740_tb_channel_CTLE_ML_1,,-0.01968,-3.017,-5.976,-6.586,-1.276,4.191,-9.103,-4.958,-0.4461,-13.18,-12.32,-10.96,-18.88,-22.8,-26.3,0,0,0,2,2,0.000006374,0.001402,3.873E-10,254.6,8.478E-13,416.9
313,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-7.446,-10.91,-6.581,-5.074,3.86,-9.082,-7.72,1.421,-13.16,-12.77,-4.283,-18.88,-20.82,-14.47,0,0,0,1,2,0.000003638,0.001075,2.262E-09,655.6,4.39E-13,1425
314,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-11.67,-23.35,-6.576,-12.57,-18.62,-9.07,-11.14,-13.29,-13.15,-13.34,-13.56,-18.88,-20.36,-21.72,0,0,0,2,2,0.000005324,0.00118,8.789E-10,137.7,1.283E-13,686.6
315,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-60.35,-58.12,-6.59,-57.98,-44.22,-9.099,-57.87,-46.99,-13.17,-59.43,-53.33,-18.88,-63.85,-63.4,0,0,0,1,2,0.000006179,0.002079,1.671E-09,1196,6.445E-13,1458
316,ECE740_tb_channel_CTLE_ML_1,,-0.01973,-6.988,-13.67,-6.58,-1.201,4.844,-9.081,-3.668,2.52,-13.16,-8.127,-1.972,-18.88,-15.31,-9.832,0,0,0,2,2,0.000003673,0.001315,1.995E-09,385.3,8.491E-13,1498
317,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-6.657,-13.32,-6.579,-6.26,-5.989,-9.072,-8.467,-7.916,-13.13,-12.15,-11.22,-18.84,-16.91,-15.05,0,0,0,2,2,0.000002711,0.001052,1.097E-09,241.6,8.036E-13,532.1
318,ECE740_tb_channel_CTLE_ML_1,,-0.01975,-41.79,-38.52,-6.581,-46.41,-42.79,-9.071,-46.33,-41.94,-13.13,-47.68,-41.89,-18.82,-51.3,-44.78,0,0,0,1,2,0.000001615,0.002397,7.102E-10,1116,3.199E-14,564.6
319,ECE740_tb_channel_CTLE_ML_1,,-0.01966,-48.66,-47.98,-6.585,-50.98,-39.18,-9.088,-52.73,-40.68,-13.16,-55.41,-46.47,-18.88,-59.73,-55.81,0,0,0,1,2,0.000004783,0.002234,1.984E-09,987,2.201E-13,1219
320,ECE740_tb_channel_CTLE_ML_1,,-0.01975,-1.448,0.3229,-6.58,-3.819,3.434,-9.07,-6.35,0.8359,-13.13,-10.61,-3.767,-18.82,-16.94,-11.16,0,0,0,1,2,0.000001245,0.0005289,3.101E-10,1303,9.439E-13,1162
321,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-32.74,-27.12,-6.58,-39.39,-32.78,-9.069,-41.85,-34.67,-13.13,-45.54,-38.22,-18.82,-49.96,-43.05,0,0,0,1,2,0.000001221,0.001364,1.571E-09,1374,2.243E-13,251.4
322,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-19.78,-14.93,-6.581,-24.76,-13.73,-9.074,-27.25,-15.75,-13.14,-31.61,-20.87,-18.85,-38.23,-30,0,0,0,1,2,0.000002786,0.0006744,7.071E-10,1434,2.455E-13,806.1
323,ECE740_tb_channel_CTLE_ML_1,,-0.01955,-29.68,-24.22,-6.602,-41.49,-30.53,-9.11,-47.1,-40.99,-13.17,-54.89,-54.77,-18.86,-63.44,-69.33,0,0,0,1,2,0.000009648,0.0007872,2.913E-09,1258,2.012E-13,796.2
324,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-36.29,-27.31,-6.58,-43,-33.83,-9.072,-45.62,-36.19,-13.13,-49.26,-39.73,-18.83,-53,-44.32,0,0,0,1,2,0.000002094,0.001683,1.722E-09,1157,2.757E-13,87.56
325,ECE740_tb_channel_CTLE_ML_1,,-0.01961,0.3652,1.033,-6.611,0.1392,7.99,-9.121,-6.332,-2.334,-13.17,-15.4,-16.44,-18.87,-26,-32.02,0,0,0,2,2,0.000009821,0.001339,2.919E-09,350.4,7.067E-13,377.7
326,ECE740_tb_channel_CTLE_ML_1,,-0.01955,-37.29,-33.16,-6.603,-48.45,-37.16,-9.111,-53.11,-47.11,-13.17,-59.55,-59.39,-18.86,-66.58,-72.37,0,0,0,1,2,0.000009642,0.0009252,2.985E-09,1265,4.887E-13,1068
327,ECE740_tb_channel_CTLE_ML_1,,-0.01959,-28.04,-26.63,-6.596,-32.5,-20.97,-9.108,-36.96,-29.17,-13.17,-44.78,-42.17,-18.87,-55.17,-58.1,0,0,0,1,2,0.000007945,0.001553,2.605E-09,688.2,8.92E-13,860.1
328,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-17.45,-34.92,-6.578,-18.76,-31,-9.078,-19.83,-30.68,-13.15,-24.61,-36.21,-18.87,-33.33,-48.02,0,0,0,2,2,0.000005652,0.0008325,4.96E-11,45.35,3.259E-13,347.6
329,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-38.28,-35.19,-6.58,-43.19,-33.76,-9.07,-45.44,-36.01,-13.13,-48.71,-39.56,-18.82,-52.3,-44.17,0,0,0,1,2,0.000001532,0.001388,3.6E-10,1440,6.21E-13,999.6
330,ECE740_tb_channel_CTLE_ML_1,,-0.01975,-16.4,-32.92,-6.579,-21.02,-35.62,-9.068,-22.36,-35.81,-13.13,-24.04,-35.12,-18.81,-25.25,-31.85,0,0,0,2,2,0.000001578,0.001673,1.007E-09,75.66,5.507E-13,186.9
331,ECE740_tb_channel_CTLE_ML_1,,-0.01962,-37.6,-38.03,-6.589,-41.34,-29.06,-9.099,-44.7,-34.72,-13.17,-50.76,-45.08,-18.88,-58.98,-58.62,0,0,0,1,2,0.000006231,0.001959,1.97E-09,730.8,8.862E-13,1364
332,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-4.822,-9.642,-6.601,-0.4998,5.845,-9.114,-6.383,-3.365,-13.17,-15.46,-17.58,-18.87,-26.82,-34.79,0,0,0,2,2,0.000009043,0.0005824,3.658E-10,407.6,6.286E-13,1055
333,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-3.567,-7.129,-6.578,-4.99,-3.449,-9.069,-6.743,-4.485,-13.13,-10.15,-7.29,-18.82,-14.37,-10.24,0,0,0,2,2,0.000002086,0.000658,1.921E-09,417.2,3.309E-13,541.9
334,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-29.68,-18.22,-6.584,-36.41,-25.22,-9.085,-39.34,-28.88,-13.16,-44.62,-36.33,-18.88,-52.49,-48.46,0,0,0,1,2,0.000004464,0.001551,3.055E-10,865.4,2.769E-13,35.33
335,ECE740_tb_channel_CTLE_ML_1,,-0.0196,-42.68,-38.15,-6.593,-51.16,-38.62,-9.104,-53.95,-44.78,-13.17,-58.37,-54.26,-18.88,-64.27,-65.88,0,0,0,1,2,0.0000071,0.00203,1.416E-09,840.6,8.972E-13,619.2
336,ECE740_tb_channel_CTLE_ML_1,,-0.01973,-10.53,-20.08,-6.579,-5.432,-2.586,-9.076,-7.674,-4.498,-13.15,-11.37,-7.619,-18.87,-16.85,-11.92,0,0,0,2,2,0.000003054,0.002385,1.712E-09,282,7.663E-13,1388
337,ECE740_tb_channel_CTLE_ML_1,,-0.01967,-1.476,-2.889,-6.592,1.969,11.19,-9.117,-3.121,3.847,-13.18,-11.91,-9.876,-18.87,-22.9,-26.42,0,0,0,2,2,0.000007777,0.0005121,2.482E-09,722.4,2.569E-13,1144
338,ECE740_tb_channel_CTLE_ML_1,,-0.01955,-40.13,-39.48,-6.602,-39.5,-32.47,-9.11,-43.3,-36.99,-13.17,-51.03,-50.76,-18.86,-61.35,-67.34,0,0,0,1,2,0.00000934,0.001844,5.391E-10,765,9.481E-14,977.4
339,ECE740_tb_channel_CTLE_ML_1,,-0.01969,-21.92,-17.57,-6.582,-27.35,-19.28,-9.079,-29.94,-21.78,-13.15,-34.63,-27.37,-18.87,-42.1,-37.39,0,0,0,1,2,0.000003621,0.002336,8.26E-10,520.1,8.503E-13,207.6
340,ECE740_tb_channel_CTLE_ML_1,,-0.01973,-29.02,-24.26,-6.58,-35.24,-27.42,-9.07,-37.61,-28.77,-13.13,-41.53,-32.44,-18.82,-46.8,-38.18,0,0,0,1,2,0.00000169,0.001155,2.127E-09,1269,1.767E-13,519.4
341,ECE740_tb_channel_CTLE_ML_1,,-0.01964,-47.3,-47.76,-6.587,-57.53,-44.59,-9.095,-57.03,-46.02,-13.17,-58.06,-51.32,-18.88,-62.1,-60.86,0,0,0,1,2,0.000005723,0.002151,7.28E-10,900.8,4.752E-13,1448
342,ECE740_tb_channel_CTLE_ML_1,,-0.01969,-43.02,-39.99,-6.582,-48.44,-36.94,-9.078,-50.37,-39.09,-13.15,-52.94,-42.79,-18.86,-56.29,-48.97,0,0,0,1,2,0.000003418,0.002259,2.323E-09,936.2,8.558E-13,793
343,ECE740_tb_channel_CTLE_ML_1,,-0.01974,-13.72,-27.46,-6.578,-12.25,-17.99,-9.071,-13.88,-18.77,-13.14,-17.64,-22.21,-18.85,-23.12,-27.45,0,0,0,2,2,0.000003227,0.002135,4.011E-10,101.3,4.308E-13,558.8
344,ECE740_tb_channel_CTLE_ML_1,,-0.01962,-36.06,-22.71,-6.59,-43.86,-31.2,-9.101,-47.91,-37.66,-13.17,-53.89,-48.26,-18.88,-61.09,-61.04,0,0,0,1,2,0.000006572,0.001162,2.879E-09,1183,6.91E-13,63.09
345,ECE740_tb_channel_CTLE_ML_1,,-0.01971,-33.38,-31.74,-6.581,-37.3,-26.26,-9.074,-39.78,-28.83,-13.14,-43.81,-33.61,-18.84,-49.36,-41.34,0,0,0,1,2,0.000002631,0.001279,6.86E-11,1142,6.671E-13,1276
346,ECE740_tb_channel_CTLE_ML_1,,-0.01972,-4.831,-9.539,-6.581,0.1261,7.122,-9.087,-2.835,3.898,-13.16,-8.561,-3.132,-18.88,-17.53,-15.21,0,0,0,2,2,0.000004244,0.0009459,6.624E-10,445.3,8.568E-13,1256
347,ECE740_tb_channel_CTLE_ML_1,,-0.0197,-46.81,-45.15,-6.591,-48.6,-34.83,-9.097,-51.36,-39.92,-13.17,-56.11,-49.47,-18.88,-62.57,-61.57,0,0,0,1,2,0.00000594,0.002228,2.81E-09,1284,2.95E-13,1475
348,ECE740_tb_channel_CTLE_ML_1,,-0.01975,-6.588,-13.16,-6.578,-10.02,-13.51,-9.066,-9.562,-10.18,-13.12,-11.35,-9.847,-18.81,-16.02,-13.74,0,0,0,2,2,0.0000017,0.0005476,1.035E-09,534.1,4.517E-14,1300
