test_id,success,mse_error,mae_error,max_error,optimization_iterations,optimization_function_calls,eye_metrics_sum,eye_metrics_avg,eye_metrics_min,eye_metrics_max,desired_stage 1 3.5G attenuation,desired_stage 2 3.5G attenuation,desired_stage 1 7G attenuation,desired_stage 2 7G attenuation,desired_stage 1 14G attenuation,desired_stage 2 14G attenuation,desired_stage 1 28G attenuation,desired_stage 2 28G attenuation,predicted_stage 1 3.5G attenuation,predicted_stage 2 3.5G attenuation,predicted_stage 1 7G attenuation,predicted_stage 2 7G attenuation,predicted_stage 1 14G attenuation,predicted_stage 2 14G attenuation,predicted_stage 1 28G attenuation,predicted_stage 2 28G attenuation,fW,current,ind,Rd,Cs,Rs,constant_channel 0.1G attenuation,constant_channel 3.5G attenuation,constant_channel 7G attenuation,constant_channel 14G attenuation,constant_channel 28G attenuation,constant_Stage 1 Region,constant_stage 1 0.1G attenuation,constant_stage 2 0.1G attenuation,constant_Hard Constraint of neg2 on 0.1G Status,failure_reason,test_type,predicted_eye_maxHeight Vout_1 7G,predicted_eye_maxWidth Vout_1 7G,predicted_eye_maxHeight Vout_2 7G,predicted_eye_maxWidth Vout_2 7G,predicted_eye_maxHeight Vout_1 14G,predicted_eye_maxWidth Vout_1 14G,predicted_eye_maxHeight Vout_2 14G,predicted_eye_maxWidth Vout_2 14G,predicted_eye_maxHeight Vout_1 28G,predicted_eye_maxWidth Vout_1 28G,predicted_eye_maxHeight Vout_2 28G,predicted_eye_maxWidth Vout_2 28G,predicted_eye_maxHeight Vout_1 56G,predicted_eye_maxWidth Vout_1 56G,predicted_eye_maxHeight Vout_2 56G,predicted_eye_maxWidth Vout_2 56G
21,False,,,,,,,,,,-9.468166575113717,-28.527549016655687,-31.88982085716324,-14.57572163108911,-13.74695580120019,-32.69718761547678,-2.3702333701955816,-10.20674557351255,,,,,,,,,,,,,,,,,,,,,,,,Inequality constraints incompatible,,,,,,,,,,,,,,,,,
22,True,380.2371872898924,19.12545382071356,24.911249994822423,0.0,7.0,-1.3913434148389063,-0.08695896342743165,-0.8089594011815268,0.7734295462338197,-20.09888157107196,-21.148483511709905,-12.92909848109947,-22.074083092330916,-25.29095065271471,-21.21748025070368,-15.000877074053333,-17.529598165975507,-0.3855363409572542,-0.19125819171613834,-0.38771957907537824,-0.17069349134809136,-0.37970065789228685,-0.16730610372410523,-0.3955535257854723,-0.2080543434522796,4.000470649406063e-06,0.002485458064309537,1.4523810764537739e-09,774.1822511112247,2.0730643164342898e-13,363.14236478908344,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
23,True,515.4340621831129,20.320784797341396,33.64528110609065,2.0,301.0,-4.288401739991431,-0.26802510874946445,-1.605501499094295,0.06840640955441239,-13.849624240070984,-16.4620824211829,-33.711478296378935,-30.355500765768458,-26.377026332170846,-29.007246768943606,-4.695683237552915,-9.065614176376389,-0.05782882829484134,-0.18230888301882317,-0.06619719028828415,-0.16010637485552182,-0.09285640095853276,-0.14690574968529568,-0.11239462123318635,-0.13937981137935634,1.086139622800765e-05,0.002566965844405621,1.1480149272358673e-09,176.30154165910085,0.0,1008.6648350394695,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
24,False,,,,,,,,,,-10.13963688712209,-25.574495169920223,-23.314411698985452,-18.782870178010718,-13.95257821256978,-34.41831252804738,-7.6486998691362675,-1.6699232528794106,,,,,,,,,,,,,,,,,,,,,,,,Inequality constraints incompatible,,,,,,,,,,,,,,,,,
25,True,582.5357361018619,20.53262026156254,37.078826877238114,0.0,7.0,-3.4734934293794235,-0.21709333933621397,-1.1600922583344826,0.24497219843591725,-27.65947522402228,-22.9063889559245,-14.692909972217766,-21.919889423006303,-36.97313084798456,-37.24826717277025,-2.548540922889984,-2.600993925152789,-0.3234553371532877,-0.30807462738876584,-0.36379683962605397,-0.23773869365111738,-0.34786445357135926,-0.16944029553213252,-0.3513068019618996,-0.18695730258350973,4.468710474769988e-06,0.0021854060500020958,7.062096783261972e-10,1496.5087579436326,3.0532134235362625e-14,1371.909978071659,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
26,True,410.5478454531893,18.718788607942976,27.601097637035572,4.0,63.0,-1.5594559439872429,-0.09746599649920268,-0.5278629309468069,0.8142294650300042,-27.571932323189085,-11.41575850072789,-27.95498935430917,-19.242432642422976,-25.65683304908091,-22.75463571763548,-9.891671974140655,-7.463374771677284,-0.3402092824207105,-0.29458656566046487,-0.35389171727359736,-0.24985063098098878,-0.3374252242325194,-0.16447296182177662,-0.32598663597684535,-0.1348964512727469,9.999999999999989e-08,0.0012790599335678868,3.221195475918368e-09,1034.412141715771,2.370663805678413e-14,988.2129838399169,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
27,False,,,,,,,,,,-18.72334719652258,-19.763017568999167,-34.3755355672072,-25.814228861123976,-21.372782928982627,-32.23606530200166,-5.4252877134482755,-13.159457907696126,,,,,,,,,,,,,,,,,,,,,,,,Inequality constraints incompatible,,,,,,,,,,,,,,,,,
28,True,319.57778502437947,16.37838222151533,26.813105909196967,0.0,7.0,1.319623309973469,0.08247645687334182,-0.4169467812358305,0.7888560444095997,-11.695065081666549,-16.31606987392832,-23.93412774978542,-26.82216602675851,-17.789780503706172,-15.733884258418751,-18.12562733187674,-1.598901825328074,-0.22432552186801952,0.023846163887615325,-0.2381984369797676,-0.009060117561543228,-0.2462508084049935,0.013953221956566791,-0.25210540310869795,-0.056423977267053484,2.4094061684846935e-07,0.0006301750852185456,2.1412785724259164e-10,710.2013832654457,8.132349120731354e-13,737.4986403200636,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
29,True,340.4449889181403,17.67133686680703,28.113006522244753,4.0,525.0,-3.150662361669093,-0.1969163976043183,-1.2400021943638917,0.7945274494098149,-28.46957623725543,-23.786604994292034,-16.65492830736707,-10.439866581188802,-14.807129230216344,-14.0868938773188,-17.678391138175726,-17.782388255574496,-0.3565697150106797,-0.36178565224350373,-0.3748889473265314,-0.29646349203629546,-0.33596287567027416,-0.19662127467177598,-0.28335145961037694,-0.12944027036300734,4.002916060537808e-07,0.0023528237256905636,3.2999852e-09,1577.1371576429267,0.0,1417.336034677871,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
30,False,,,,,,,,,,-8.758761880887167,-27.364209701913836,-32.39891668909828,-33.023706223021975,-14.68386060296043,-17.1863930391554,-0.9083674407906486,-15.442894830687848,,,,,,,,,,,,,,,,,,,,,,,,Inequality constraints incompatible,,,,,,,,,,,,,,,,,
31,True,508.848852261197,20.66887666847345,30.536351144478168,0.0,7.0,-4.1540151468609094,-0.25962594667880684,-1.600589887125226,0.1434121760939908,-29.87320357122657,-19.85336927123168,-28.585959035011552,-21.73191726642645,-19.801517360604308,-30.64961596491961,-13.544511021406068,-1.9434221833779723,-0.0008059964433709257,-0.14383531609399544,-0.0296138109002393,-0.1444170521805068,-0.034828495416987126,-0.11326482044144484,-0.056563184818931286,-0.10917365012109148,8.14722450354764e-06,0.002354719539870885,1.4458972812315311e-09,204.74219353805785,0.0,1505.394908231878,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
32,True,332.4921655939512,16.233030321276964,27.934114295567657,4.0,553.0,-1.452809486395895,-0.09080059289974343,-0.6560780714427693,0.3995233760754581,-13.832979094880798,-27.637893582134698,-28.098307784586275,-12.297579859035555,-20.96888070141649,-16.811728295675863,-3.56583191269727,-7.4487502008337785,-0.12474378029391256,-0.08098688137539795,-0.1641934890186171,-0.0617531552433156,-0.147534685620607,0.004315267235186652,-0.17860134439481462,-0.044210792333522854,4.6759951790484505e-06,0.0009168297526283467,1.1635389461949857e-09,445.449387806711,0.0,1439.2902815194489,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
33,False,,,,,,,,,,-28.134028620169566,-29.942487770460815,-28.66238496757241,-23.92789548858309,-20.30488604896062,-15.923135999822875,-0.003977046997299283,-16.597101707262325,,,,,,,,,,,,,,,,,,,,,,,,Inequality constraints incompatible,,,,,,,,,,,,,,,,,
34,True,603.4526183037033,21.797967369347294,34.77227596878782,0.0,7.0,0.27512419561030055,0.017195262225643784,-0.5313875135193014,0.6455752878496481,-28.29647871948721,-28.478809263620914,-33.35144540280935,-34.8739489539129,-26.21200718115302,-15.365912584929617,-4.313473241690897,-5.764768676636427,-0.32160372923788544,-0.05971770966788029,-0.3571836428398384,-0.101672985125081,-0.39053662128481315,-0.24463892478720597,-0.4429861668812683,-0.35476528963801274,1.0376200177657979e-05,0.0013278173411296708,1.7611879552496846e-10,903.4668819840748,1.6250306153070375e-13,729.7025419154435,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
35,True,585.1261648590432,23.14824020456687,32.979736345592734,2.0,315.0,-3.997012300621626,-0.24981326878885163,-1.2413102721208267,1.190875990000005e-10,-26.8787412240846,-24.278402058553187,-22.19003318065044,-27.115834849108595,-33.377810659716275,-28.117119981204812,-9.450756591133711,-16.554044825515223,-0.3373260027186519,-0.31204148474222254,-0.38116862841488247,-0.2616295948872799,-0.39807431412354305,-0.2958429930327625,-0.4381864829525093,-0.3525522325600246,9.863730057662304e-06,0.0022947999928776283,2.4371330585331224e-09,1091.0516677116989,3.0249370708147e-14,808.1430606947968,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
36,False,,,,,,,,,,-26.6157224322804,-13.352029664940552,-12.27853414049332,-14.999760377857331,-34.05268341046856,-39.51347986878302,-0.8458459103971094,-18.230870226085226,,,,,,,,,,,,,,,,,,,,,,,,Inequality constraints incompatible,,,,,,,,,,,,,,,,,
37,True,475.2988130347564,19.71757850010249,33.2562563912527,0.0,7.0,-0.6154310832070979,-0.03846444270044362,-0.4400237364018609,0.7018697612293054,-14.352841940849645,-26.80691274008217,-18.973466100247112,-33.26207098964575,-21.696866681383323,-28.65768882440353,-12.276651835991139,-2.967901072880874,-0.29010337443189516,0.016582729638188368,-0.30591647569976393,-0.005814598393049233,-0.2940468784375084,-0.01373123773635746,-0.28760070403365345,-0.07314164556957127,1.9941948310343335e-06,0.0008167520240949385,2.5393127755697182e-09,1252.7646030709736,4.733982209504376e-13,1383.0293197919627,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
38,True,326.61013645327637,15.680353049583253,27.507670234208117,3.0,469.0,-3.2966320750649025,-0.2060395046915564,-0.8143431128327634,0.02018260264163282,-22.09989059250531,-16.09663460211644,-17.50996226274816,-21.241677778815458,-20.723776414632685,-27.881120286163373,-1.9761630347719503,-1.3174065843854201,-0.42611074503038604,-0.40137123104770306,-0.44635947203814313,-0.37064414537192725,-0.46630075068750865,-0.3734500519552551,-0.5016709445630401,-0.4178998187787952,8.397784514638154e-06,0.0019507671782700426,8.849865971595021e-10,1087.9711095921618,3.012556672910192e-14,93.67297780744413,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
39,False,,,,,,,,,,-11.6255252352584,-13.864767271305684,-34.441534395362105,-19.750732858359278,-36.936155249642134,-37.88003637938434,-8.416924984538538,-14.48169497103749,,,,,,,,,,,,,,,,,,,,,,,,Inequality constraints incompatible,,,,,,,,,,,,,,,,,
40,True,462.5448918732204,19.24471767741078,31.36781818696448,0.0,7.0,-4.113415803184409,-0.25708848769902554,-1.2038071272036257,1.1908759900000053e-10,-15.555524084835433,-23.461107614167815,-31.74085538995724,-26.81431238685617,-13.223258808759741,-28.635720510215194,-16.738571352188515,-0.34456800441298796,-0.3414501464884432,-0.22411939586906512,-0.37303720299276,-0.17654372070435073,-0.403292560778616,-0.25690120856797666,-0.43784105061663126,-0.3429914460890007,7.485393657347505e-06,0.00269996,1.4865331330122383e-09,962.5216332112477,8.509333461765787e-14,1085.5379811666558,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
41,True,685.1442503074741,25.09822315968636,39.37338699504472,3.0,511.0,1.3440282898258198,0.08400176811411374,-0.601177529371235,1.0771975224582369,-20.336269965805926,-26.681146809598033,-27.841329002953675,-30.677199055112002,-39.532241259732864,-24.476356850237444,-15.103038545360004,-16.834033105320792,-0.10745807197224826,0.0456098772034655,-0.1117833101956914,-0.029171039524366442,-0.15885426468814204,-0.050075851084429,-0.15350696236895206,-0.13058969399949616,7.581647538847517e-06,0.0009586121347279608,3.2999852e-09,112.27860644943507,1.0520893378207573e-12,334.3003734176951,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
