test_id,success,mse_error,mae_error,max_error,optimization_iterations,optimization_function_calls,eye_metrics_sum,eye_metrics_avg,eye_metrics_min,eye_metrics_max,desired_stage 1 3.5G attenuation,desired_stage 2 3.5G attenuation,desired_stage 1 7G attenuation,desired_stage 2 7G attenuation,desired_stage 1 14G attenuation,desired_stage 2 14G attenuation,desired_stage 1 28G attenuation,desired_stage 2 28G attenuation,predicted_stage 1 3.5G attenuation,predicted_stage 2 3.5G attenuation,predicted_stage 1 7G attenuation,predicted_stage 2 7G attenuation,predicted_stage 1 14G attenuation,predicted_stage 2 14G attenuation,predicted_stage 1 28G attenuation,predicted_stage 2 28G attenuation,fW,current,ind,Rd,Cs,Rs,constant_channel 0.1G attenuation,constant_channel 3.5G attenuation,constant_channel 7G attenuation,constant_channel 14G attenuation,constant_channel 28G attenuation,constant_Stage 1 Region,constant_stage 1 0.1G attenuation,constant_stage 2 0.1G attenuation,constant_Hard Constraint of neg2 on 0.1G Status,failure_reason,test_type,predicted_eye_maxHeight Vout_1 7G,predicted_eye_maxWidth Vout_1 7G,predicted_eye_maxHeight Vout_2 7G,predicted_eye_maxWidth Vout_2 7G,predicted_eye_maxHeight Vout_1 14G,predicted_eye_maxWidth Vout_1 14G,predicted_eye_maxHeight Vout_2 14G,predicted_eye_maxWidth Vout_2 14G,predicted_eye_maxHeight Vout_1 28G,predicted_eye_maxWidth Vout_1 28G,predicted_eye_maxHeight Vout_2 28G,predicted_eye_maxWidth Vout_2 28G,predicted_eye_maxHeight Vout_1 56G,predicted_eye_maxWidth Vout_1 56G,predicted_eye_maxHeight Vout_2 56G,predicted_eye_maxWidth Vout_2 56G
42,False,,,,,,,,,,-16.559328367582737,-20.842318663365504,-33.16831729642281,-12.732403673364217,-19.857070986677194,-27.505339253660296,-9.697204021505877,-12.987547636091909,,,,,,,,,,,,,,,,,,,,,,,,Inequality constraints incompatible,,,,,,,,,,,,,,,,,
43,True,380.04734500910854,16.904463194225038,30.952159678267492,0.0,7.0,-4.529060350769815,-0.28306627192311345,-1.4489429906560651,1.1908759900000048e-10,-19.68453348208709,-8.999633473214928,-22.482980334192224,-29.025556332383402,-14.378977311231314,-30.90260120485365,-6.6474048664763234,-3.0344563404185134,0.0008317141537964302,0.24060130746939096,-0.05932106255107807,0.15123559013586838,-0.08712450958654394,0.04955847341384143,-0.14185963141017338,-0.07435967268224725,1.0222639900430842e-05,0.00269996,1.1617467092424832e-09,353.0766737907468,9.731029230927077e-13,1287.638872137461,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
44,True,443.49275030517083,18.956174132399816,33.538625843676556,3.0,364.0,-1.3624599552094045,-0.08515374720058778,-0.6455900475296045,0.49552969699300575,-28.241962604341136,-14.86829664773382,-17.980146073300784,-24.107334655890504,-33.57999099649579,-15.255988796880821,-1.2856557361945349,-16.81231523624558,-0.06162509839164871,-0.1459737894709198,-0.07757442072077535,-0.1439351195818214,-0.04136515281923096,-0.03306325236724384,-0.023083054123817517,0.04432219959102686,3.105484147672394e-06,0.0008412208613842998,1.7161247377702586e-09,181.89556185370617,0.0,1189.632786113411,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
45,False,,,,,,,,,,-19.878190917547002,-13.223308512470567,-11.796356766881466,-27.654246134320196,-23.293202619683115,-39.12522404553826,-10.01967536388755,-6.392919669805567,,,,,,,,,,,,,,,,,,,,,,,,Inequality constraints incompatible,,,,,,,,,,,,,,,,,
46,True,323.3114027354212,16.423945115667685,27.635509834170694,0.0,7.0,-3.623114114611701,-0.22644463216323132,-1.2803714552504848,0.3618210817165219,-13.058975645005624,-23.707443266049204,-13.76928530235097,-17.122423418807394,-23.0119832452472,-27.73661773868628,-7.230942423268699,-6.612800587607204,-0.11472600060572553,0.03882943528594301,-0.11785276286008525,-0.025647190846084276,-0.17154140077214208,-0.10110790451558613,-0.20054574548000845,-0.1663191318874026,8.821152894000382e-06,0.002447314895876944,6.023189058546368e-10,209.85278619458518,7.555364621533836e-13,0.0,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
47,True,660.4276074347533,22.989600133565744,39.56912759609752,1.0,329.0,0.1563353047711194,0.009770956548194962,-0.5353890924905628,0.9244753599921107,-20.039693799384295,-27.680352293147955,-30.063766759641474,-13.170304449754667,-39.91366183141081,-36.68313590750965,-11.558017391430074,-6.453098301172815,-0.2805598632782895,0.06541660436052874,-0.31146860402923576,-0.024407145834627584,-0.3445342353132878,-0.1352153941560793,-0.3729469028500824,-0.2415141238247438,7.22666759575855e-06,0.0004032797936156895,3.293010579340347e-09,1360.8679395796948,6.128773029345334e-13,863.9711585594687,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
48,False,,,,,,,,,,-14.288846642554892,-16.585749294365268,-27.375960473635942,-13.932053249936182,-30.487471635040947,-13.3801422190378,-2.169473620599689,-10.076234766159322,,,,,,,,,,,,,,,,,,,,,,,,Inequality constraints incompatible,,,,,,,,,,,,,,,,,
49,True,662.0717399641703,24.20177296794911,38.66560532519753,0.0,7.0,-3.273227059509293,-0.2045766912193308,-0.6877108598488969,1.1908759900000053e-10,-16.07914501968068,-28.8040892292459,-33.69986062885123,-13.827798352814774,-29.20023832669039,-38.930374714321076,-18.487543170199615,-17.0430516898966,-0.34308172317249086,-0.04845604252808271,-0.40173224921579126,-0.14180832454974943,-0.4217090422241608,-0.2647693891235403,-0.4642651049117357,-0.3720955123818213,8.659446519617442e-06,0.0020791312630304673,1.0923302494035666e-09,1520.1041069751898,8.542125763414887e-13,1022.6074000456149,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
50,True,708.352756465798,23.78898566672642,39.56814832757044,5.0,504.0,-2.9131429441585355,-0.18207143400990847,-0.8483586995782307,0.37902963549763025,-28.05530851095264,-25.376922410968053,-29.343985307780798,-33.477567499325865,-27.194881670103108,-39.839579685523965,-1.7074906262060452,-8.165507432596334,-0.4279718855003282,-0.42045317397912574,-0.4221004482895557,-0.3956298982755431,-0.3896901933793929,-0.2714313579535262,-0.34567565117702215,-0.1764052010909338,9.999999999999989e-08,0.0020438130229903893,2.480844485311228e-10,1171.801332865789,0.0,299.31977042152187,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,,,,,,,,,,,,,,,,,
random_1,True,,,,,,,,,,-29.046458459033627,-20.696514131899534,-28.95418272616446,-13.171137797945356,-34.437768229771976,-20.057268327976505,-11.463973149525252,-15.42264203369803,-0.28309068532657866,0.030424830068622833,-0.31666085883786665,-0.03369879606551025,-0.3497184705577653,-0.14943971811949916,-0.38491448857882493,-0.2549307051243779,7.158767523017784e-06,0.0005764014601658741,3.1359193881653887e-09,795.1321743805648,9.596338687721855e-13,350.13616617620335,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,1.3336991456729579,1.190875990000005e-10,0.5692530424693999,1.0083765773071471e-10,0.7629380005972786,4.2344623535714295e-11,0.4948598588764409,3.16917659692857e-11,-0.5818161679692148,7.646320853571434e-12,-0.45833381244384414,6.78010627e-12,0.06985380403091161,4.156041692857141e-13,-0.29506192854182944,9.787776342857141e-13
random_2,True,,,,,,,,,,-29.365263998591935,-23.367858245840143,-29.293719435053767,-16.606686836605565,-26.0909820572542,-25.228012619948412,-4.3656343672146996,-0.805404997594561,-0.35870232236716504,-0.040755867750980716,-0.3786273221765449,-0.07026559717882712,-0.3923236903439588,-0.1756618750967875,-0.43598131774518917,-0.30383635211795496,6.116016796373828e-06,0.000432823590215281,8.711542617166846e-10,1417.1549062162185,4.621622738594731e-13,36.801937511613914,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,1.2916756112004852,1.1908759900000048e-10,-0.07833179592321873,1.0083765773071469e-10,0.3112908445158507,4.23446235357143e-11,-0.10099330846920589,3.1691765969285706e-11,-0.6124333285800355,7.646320853571434e-12,-0.5567040450877603,6.780106270000003e-12,0.0007375695988471039,4.1560416928571415e-13,-0.3058139878504377,9.787776342857143e-13
random_3,True,,,,,,,,,,-13.897350423585383,-28.06592548197558,-33.92005469622023,-13.107471872147666,-36.093137127783955,-25.52808777595046,-11.93943921472609,-6.523103569431129,-0.09834376627977452,0.08124888465119756,-0.09217665410534184,0.05533954461281152,-0.1087547994846894,0.06906385282652129,-0.10960292755827152,0.04399203094416529,3.897786869214652e-06,0.002317795991399629,3.1541349251282755e-09,307.66642097062226,4.2911643121133133e-13,470.91207423843935,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,-1.0513340535300069,1.190875990000005e-10,0.5536035343760115,1.0083765773071474e-10,-0.7736799298105871,4.23446235357143e-11,0.8564046011713861,3.16917659692857e-11,-0.6150346814333008,7.646320853571434e-12,-0.26531255824751726,6.780106270000002e-12,-0.10692864465518309,4.156041692857142e-13,-0.24901595445659347,9.787776342857141e-13
random_4,True,,,,,,,,,,-11.012094234465899,-10.916106342147696,-31.961550321547335,-12.852915073400304,-14.688398306142286,-27.675031123126594,-10.891810086419348,-7.001449747187776,-0.31440224157647184,-0.08850027064071389,-0.3561755733369942,-0.08027053151411044,-0.3475789231485764,-0.10736835316660036,-0.35970550165253534,-0.17380901921596706,5.009258636813709e-06,0.002182648763170081,2.660505139101369e-09,1503.7200294359247,1.5555525453405598e-13,1345.3754276027412,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,-0.9122921811113244,1.1908759900000048e-10,-0.28261616721286237,1.0083765773071474e-10,-0.5597353298133119,4.2344623535714295e-11,-0.043197442050234756,3.169176596928571e-11,-0.5321864271687303,7.646320853571433e-12,-0.5186716466428514,6.78010627e-12,-0.05289826972231996,4.156041692857141e-13,-0.2950552832439831,9.787776342857147e-13
random_5,True,,,,,,,,,,-7.906451789871426,-11.811399262738348,-21.403365756329766,-26.32132271584308,-25.026207728777724,-22.956939817167818,-13.562624187848574,-0.1322923159070335,0.011297620984283137,0.19706546387404156,-0.04085396556582892,0.1267573007226771,-0.03503982134953603,0.06890825467437192,-0.054177966910691565,-0.020059190551828112,7.287564795668656e-06,0.0012144558347628562,2.1320305488620814e-09,273.40234752524907,8.368419487342132e-13,1234.5547652679095,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,0.08440728902059919,1.190875990000005e-10,0.05554989507980947,1.0083765773071471e-10,0.6528143919138673,4.2344623535714275e-11,0.1486780701237886,3.1691765969285706e-11,-0.6018665536790516,7.646320853571438e-12,-0.5015813092269648,6.780106270000002e-12,-0.1261136546738999,4.156041692857141e-13,-0.2927368811460726,9.787776342857143e-13
random_6,True,,,,,,,,,,-29.315696569413547,-29.343736096774986,-30.977550795068932,-19.182461916702778,-32.236706533551114,-13.566644364460188,-18.16995209943443,-1.4875567949822148,-0.4274753946633247,-0.23841507343089183,-0.42867966182071754,-0.23976878896715917,-0.4126824308710165,-0.20625578801155706,-0.40887055077813383,-0.19928727438348393,4.034024839878562e-07,0.0015053117962292258,2.501452667730689e-09,1263.6840385619723,2.1269623320417887e-13,78.20208400589419,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,0.3352239238228172,1.190875990000005e-10,-0.13208884363028658,1.0083765773071471e-10,-0.09560577797413577,4.23446235357143e-11,-0.033031490070829575,3.169176596928571e-11,-0.5739760404464601,7.646320853571436e-12,-0.45418859732268485,6.780106270000002e-12,-0.06920261049165989,4.156041692857142e-13,-0.2642735357669861,9.787776342857147e-13
random_7,True,,,,,,,,,,-21.04261150870666,-24.866357938809973,-22.25930452682121,-15.008820108325235,-27.110387846268395,-36.99752818656509,-5.700005598097597,-10.855261044180876,-0.0776605899881553,0.036946124349379494,-0.09548478227790713,0.060593612184178934,-0.09434069405630874,0.11217118654358676,-0.09620298492463371,0.06763543955305837,2.7494102395570125e-06,0.0020364455278691685,2.6039432475332417e-09,370.0727306874385,1.1303245222203993e-13,1009.4866447115546,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,-0.93948233938444,1.190875990000005e-10,0.11588351317256924,1.0083765773071474e-10,-0.5829245159549241,4.2344623535714314e-11,0.5775844690766386,3.16917659692857e-11,-0.5291116103695472,7.646320853571433e-12,-0.23421064270714934,6.78010627e-12,-0.10342399924400061,4.1560416928571435e-13,-0.19466239278131975,9.787776342857145e-13
random_8,True,,,,,,,,,,-18.99153588195068,-29.870622801284117,-10.19033320621008,-21.557871061279343,-23.547596314779884,-18.5614995783153,-5.445584335328311,-10.00166356219193,-0.011359920367971723,0.03374223165657747,-0.03460075412529787,0.04512417268516999,-0.0031457405160495154,0.11195147031096496,0.03629151994706247,0.08727122288745935,3.6435290399013514e-06,0.0014819973094545983,2.7414772399297417e-10,82.63612410515283,2.213967668475386e-13,1024.6597404486208,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,0.04625978481737298,1.1908759900000045e-10,-0.010512957237517905,1.0083765773071475e-10,0.6261047688237911,4.2344623535714314e-11,0.3948966596455189,3.16917659692857e-11,-0.3121231279504703,7.646320853571433e-12,-0.3209927133335945,6.780106270000003e-12,-0.11766988334417866,4.1560416928571415e-13,-0.2723921482631259,9.787776342857143e-13
random_9,True,,,,,,,,,,-18.21858954310089,-22.402651560416796,-13.172028746191142,-32.503085659771884,-31.615144840897514,-23.780936203725155,-11.24198199281599,-13.898719362096813,-0.1383894685572261,0.15994653164482844,-0.1909413959502923,0.11430438602087617,-0.21268752795536983,0.03030310505261589,-0.23634578450241836,-0.09456913905143441,6.162806575517255e-06,0.0013161747235086617,2.343131093701556e-09,513.7405532022411,9.117071045510883e-13,914.710589197946,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,0.2753855919958714,1.190875990000005e-10,0.5345401565998386,1.0083765773071474e-10,0.7652796383148186,4.2344623535714295e-11,0.8908298270694535,3.1691765969285706e-11,-0.6286834881943661,7.646320853571433e-12,-0.4855894039630961,6.780106270000002e-12,-0.11663462994200408,4.15604169285714e-13,-0.3052405106723067,9.787776342857145e-13
random_10,True,,,,,,,,,,-18.60513223442058,-6.875228812415063,-30.363084203849734,-11.903332652614164,-26.398438441623398,-16.810797821001405,-3.943224434511194,-5.89233554831616,-0.14342773706005504,0.07430776842568754,-0.15003332630381672,0.051429899169349744,-0.15198888463259028,0.0787464824884431,-0.16634379659540463,0.03562453621754232,2.7153871549399182e-06,0.002490026632756295,2.378488928426921e-09,429.8872472160302,2.072721833693874e-13,812.4552736940713,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,-1.086245149980247,1.1908759900000053e-10,0.46970340954395745,1.0083765773071469e-10,-0.7815573585003693,4.2344623535714275e-11,0.751294193425437,3.16917659692857e-11,-0.560330535884142,7.64632085357144e-12,-0.281751461767065,6.78010627e-12,-0.1893910650291829,4.156041692857141e-13,-0.24118324820002043,9.787776342857147e-13
random_11,True,,,,,,,,,,-24.37246408132155,-10.666182450057136,-14.88766645157455,-18.26475528059241,-24.21018988842502,-19.01640239254571,-16.852854705743127,-5.3917945544160695,-0.2952821741027469,0.05433592346094143,-0.31948397235808684,0.0034119915891012353,-0.3071382363727435,-0.02889933335776948,-0.3094142631611351,-0.11167716413205189,4.194074565072991e-06,0.0010079608895286047,2.2723799691301758e-09,1519.3929002389555,4.765486954983753e-13,1405.9022005277166,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,0.24438252255825332,1.190875990000005e-10,-0.38840976416587936,1.0083765773071471e-10,0.8345458913164223,4.2344623535714275e-11,-0.08842582703459748,3.169176596928571e-11,-0.13947269694781994,7.646320853571433e-12,-0.49144448121649253,6.780106270000002e-12,-0.06577658029796114,4.156041692857142e-13,-0.3164829519396556,9.787776342857145e-13
random_12,True,,,,,,,,,,-14.505526476002359,-10.173738532573068,-17.220885254718343,-14.654901611378179,-27.4117732427612,-30.088145488762123,-11.666766220828057,-4.185735792661156,-0.07116398817424606,0.13448589583785692,-0.09820055595099816,0.09015993799376984,-0.09711365269275815,0.12238876313360146,-0.09383974856892294,0.06751930094139573,8.692036919677643e-07,0.00039592900876757634,1.6792938481494963e-09,433.1754638836977,1.0884194749954515e-12,1534.4594139723415,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,-0.10987398914726607,1.190875990000005e-10,-0.0343341112167631,1.0083765773071471e-10,0.4475833041271048,4.234462353571429e-11,0.45900647060300814,3.16917659692857e-11,-0.4126361384393544,7.646320853571433e-12,-0.31733340498864604,6.78010627e-12,0.08610556125486228,4.156041692857141e-13,-0.19144696966880342,9.787776342857141e-13
random_13,True,,,,,,,,,,-29.963228027080074,-15.116487668830425,-32.84468134792371,-29.250458567912595,-27.64345020591211,-31.008913815245993,-7.116651895375236,-3.540615044244344,-0.3069208166230424,-0.22229641438636413,-0.3441210152824569,-0.1789647776248705,-0.34596480234548543,-0.1700118092120154,-0.35635336621610947,-0.2419972546108219,5.952398581252733e-06,0.0012611083257246499,1.7092640025006381e-09,1351.7199422434112,1.4144346895858753e-14,1548.1806174728583,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,-0.539171138793328,1.190875990000005e-10,-0.3404894904756615,1.0083765773071474e-10,-0.44196774756350615,4.2344623535714314e-11,-0.14575628455907486,3.169176596928569e-11,-0.46445681996857746,7.646320853571434e-12,-0.494582736631668,6.780106269999999e-12,0.40852886162150925,4.156041692857142e-13,-0.2521250797765363,9.787776342857145e-13
random_14,True,,,,,,,,,,-13.362799624328709,-22.800462520298506,-16.568842495532913,-11.665521946571136,-33.342228733239466,-25.437626298782163,-18.362651651649443,-18.354812804105215,-0.004283335800955131,0.11298315846576781,-0.05942781308336409,0.05031444412649793,-0.0673135417157401,-0.0076269067698280625,-0.09532278674351576,-0.10493688786331137,8.18080868417353e-06,0.0004431634162677942,1.027133535819353e-10,144.1747714277825,2.4646364299860514e-13,1493.5688477610454,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,0.07101787854386404,1.190875990000005e-10,-0.1394444601660367,1.0083765773071471e-10,0.5892087002579338,4.234462353571429e-11,-0.12235178027418266,3.16917659692857e-11,-0.5371567058941425,7.646320853571436e-12,-0.5293774959956445,6.780106270000003e-12,-0.07100495588494588,4.1560416928571425e-13,-0.2670176328262034,9.787776342857143e-13
random_15,True,,,,,,,,,,-19.065986981333808,-18.20054470549696,-31.181818544729577,-28.353099058677586,-28.52668603408083,-29.825754388163105,-8.746841456791874,-12.674927021005082,0.010869750730653261,0.15261101912921518,-0.037994251557261466,0.11658356245913498,-0.039879442693777044,0.035267887415000775,-0.0642581259340767,-0.053820659518109985,7.90919339836756e-06,0.0006611553091235667,1.48130009090176e-09,161.6055312579629,7.461217204102039e-13,1549.4928449855388,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,0.0721474224241783,1.1908759900000048e-10,-0.16122461681155417,1.0083765773071469e-10,0.5599301541924139,4.23446235357143e-11,-0.06876372005244358,3.16917659692857e-11,-0.5650498979641916,7.646320853571436e-12,-0.5416210406900612,6.780106270000004e-12,-0.09296203318550597,4.156041692857141e-13,-0.25709586425988556,9.787776342857145e-13
random_16,True,,,,,,,,,,-14.852232505612989,-23.90241776923018,-30.653655258054783,-12.261427015562631,-32.96600756882036,-33.269742706854935,-7.827310652110182,-1.3421200692760245,-0.22391685952254745,0.12147649392266119,-0.2804814419857945,0.006050913999602007,-0.3192535196579059,-0.11835664761530262,-0.35462449771824417,-0.23365608271887503,8.444920250853492e-06,0.0004632290444484684,1.0841529387308356e-09,903.5098687288792,7.503872205198805e-13,1012.8541594211333,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,0.4630961380631888,1.190875990000005e-10,-0.02685673775308419,1.0083765773071475e-10,0.5694684158031409,4.23446235357143e-11,-0.10054315106770625,3.1691765969285706e-11,-0.5946126101127975,7.646320853571436e-12,-0.5535600244730204,6.78010627e-12,-0.06355641413570673,4.156041692857141e-13,-0.307180517560159,9.787776342857145e-13
random_17,True,,,,,,,,,,-15.6089421440132,-21.629469275649175,-34.4347016792016,-32.49324659414694,-31.309180320479904,-30.12584450890603,-11.701310241239256,-1.0228553237234053,-0.3767610897586867,-0.3686905563488824,-0.401678181019974,-0.296627524525059,-0.37401094920367023,-0.20373376055129366,-0.3625313709905862,-0.16860574411279994,5.643038725958789e-07,0.0021154942319620007,2.233966620999231e-09,1425.162530795486,5.4474230334373414e-14,842.4372030491262,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,-0.9929989772554854,1.1908759900000048e-10,-0.27970445607711886,1.0083765773071471e-10,-0.7585832752325596,4.23446235357143e-11,-0.13485799330635903,3.169176596928571e-11,-0.5157574344351408,7.646320853571436e-12,-0.46849864901466154,6.78010627e-12,0.036412051594501935,4.15604169285714e-13,-0.25953255845662493,9.787776342857143e-13
random_18,True,,,,,,,,,,-17.384424173900175,-17.681447920096737,-32.39855748577055,-31.41927530771651,-33.93288521400557,-39.091784041752234,-17.846704904804458,-4.25890825640602,-0.34985793632752793,-0.28332472653485213,-0.39634774941858614,-0.20725731288685925,-0.3845752824747886,-0.1965121720388468,-0.41086147739187084,-0.2469359364926448,5.1700436172658495e-06,0.0022225298805532705,6.592587568713227e-10,1620.1249704113038,7.961757568361403e-14,839.0811998762422,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,-1.000546015442613,1.1908759900000048e-10,-0.1642605733341485,1.008376577307147e-10,-0.7209058822406413,4.234462353571429e-11,-0.016517369888995784,3.16917659692857e-11,-0.540085837819516,7.646320853571434e-12,-0.5141045027339649,6.780106270000002e-12,-0.10966449557224492,4.1560416928571425e-13,-0.29014472292576693,9.787776342857143e-13
random_19,True,,,,,,,,,,-23.524377751783245,-11.217747985597242,-10.152572140920473,-12.284438983233258,-30.389028128931702,-26.5432709284399,-5.969889042653509,-5.418439771102502,-0.39003851411233176,-0.1288032598609999,-0.3911944594864344,-0.15213504134874584,-0.3809212198821922,-0.153023748578196,-0.3844117591264204,-0.15707180667368753,2.168410064092037e-06,0.0017932024382854976,1.4444950603529404e-09,1295.0539484682542,8.578946113740638e-13,449.5046609258655,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,0.2900308615908592,1.1908759900000053e-10,0.019348696080569532,1.0083765773071474e-10,0.21542206406683878,4.2344623535714295e-11,0.1517296212206701,3.16917659692857e-11,-0.5720395372858432,7.646320853571434e-12,-0.4101876684669758,6.780106270000004e-12,-0.10866969899902185,4.1560416928571425e-13,-0.29999377279389156,9.787776342857143e-13
random_20,True,,,,,,,,,,-24.417630723062345,-13.798185532698295,-24.608896907903386,-13.964586172057228,-39.12530515147567,-25.111789805233073,-15.68067342666525,-17.825324113357023,-0.1795579470151406,0.10464567478188541,-0.22194413267060614,0.03835632107529119,-0.2468697718432412,-0.010797173545517789,-0.2810242291131785,-0.14430123928045613,6.047406348355784e-06,0.0026742515003972548,3.9947026067723757e-10,718.0535615353965,1.0523734020330842e-12,1582.566351663661,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,-1.0419408406680495,1.190875990000005e-10,0.04185943471848854,1.0083765773071475e-10,-0.7521731526851603,4.2344623535714295e-11,0.3752942014530038,3.169176596928571e-11,-0.6681263529876259,7.646320853571434e-12,-0.483456706869371,6.780106270000001e-12,-0.15900189500310188,4.1560416928571415e-13,-0.288503382571772,9.787776342857143e-13
random_21,True,,,,,,,,,,-19.18355969781469,-8.280488038290269,-21.707364532015646,-15.725735614684872,-37.321657261968795,-13.628457285129226,-12.835951460993698,-2.2211063518398184,-0.3132433683797853,0.00010227382850667314,-0.34687742515593156,-0.023540403801753738,-0.33316606985271724,-0.06151600420921951,-0.3417384740699456,-0.14770521647731014,4.307043123214464e-06,0.0011250989043197531,3.138286086985141e-09,977.0126610027176,1.0106118623542736e-12,611.2075632771802,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,1.2218549077219398,1.190875990000005e-10,0.3348179186077774,1.0083765773071475e-10,0.9732758207016681,4.2344623535714295e-11,0.5393556532451013,3.1691765969285706e-11,-0.3543032927224134,7.646320853571434e-12,-0.4134860661655595,6.780106269999999e-12,0.0046429386780549396,4.1560416928571415e-13,-0.2749504383425756,9.787776342857145e-13
random_22,True,,,,,,,,,,-15.300221629624762,-29.91901935635254,-17.808767890659905,-16.813388864155428,-27.214261367318485,-39.38756821994658,-10.33242173140579,-12.52269827110446,-0.41696496960688906,-0.16778083738484262,-0.4240096473930018,-0.20143870442709433,-0.4156572451264008,-0.19304978204200426,-0.40962394726866136,-0.20805176049502985,4.945720828595665e-07,0.0014428121152695321,2.361096277686273e-09,1527.5877279192266,1.0661386441853654e-12,49.96307025755095,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,0.5457577828479796,1.1908759900000048e-10,-0.09406332436774038,1.0083765773071471e-10,0.0306184457038965,4.23446235357143e-11,0.020701801362047162,3.169176596928569e-11,-0.5728512958465574,7.646320853571434e-12,-0.4379931221437321,6.780106270000001e-12,0.07362594500547769,4.156041692857141e-13,-0.2545892485783183,9.787776342857143e-13
random_23,True,,,,,,,,,,-19.297719084859978,-17.919602963402816,-22.420091693263057,-11.850301078456098,-30.461873269859844,-35.584252182565926,-14.877708091750275,-3.105394702864718,-0.16468592925551054,0.013863964749390336,-0.18645787011878945,0.0065952878349746745,-0.18096677379076254,0.04128654200425296,-0.1949392903171227,0.008995966827812767,1.025519653778429e-06,0.002184133609955404,2.139223073432441e-09,612.2671082867959,2.696773420953048e-13,1375.2749539709714,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,-1.0403550795804575,1.1908759900000045e-10,0.03198671024520788,1.008376577307147e-10,-0.6735398144406066,4.234462353571429e-11,0.5002496084419513,3.1691765969285706e-11,-0.5438506598561641,7.646320853571434e-12,-0.2915144697170538,6.780106270000003e-12,-0.1161114270061998,4.156041692857142e-13,-0.22483431151630084,9.787776342857145e-13
random_24,True,,,,,,,,,,-20.905207176704543,-22.14489898696356,-22.27045903266877,-14.184579677257187,-18.369339657334667,-39.606089326931254,-0.7056694776361603,-9.317300951519622,0.00769957675198467,0.1148452761667473,-0.026407607846911315,0.10531793273716854,0.013141988917515007,0.15974522039727806,0.01531829855365037,0.10475535555571021,4.81867821072484e-06,0.0017791971533288342,2.82792930791451e-09,210.05747176922725,1.9564985432380955e-13,1409.1086613501636,-0.01968,-6.584,-9.09,-13.17,-18.87,0.0,-21.675,-24.605,0.0,,random_generation,-0.5213142538000894,1.1908759900000053e-10,-0.08748783935033709,1.0083765773071474e-10,-0.022723009389137284,4.2344623535714275e-11,0.3080568923496273,3.16917659692857e-11,-0.44634316928468826,7.646320853571434e-12,-0.4583224142958697,6.780106270000003e-12,-0.13006005118906724,4.1560416928571425e-13,-0.2679771399694781,9.787776342857143e-13
